Year,Industry,County,WorkingPopulation,Population,EarningsEuro,pctIndustryEmployement
2016,Hotels and restaurants,Limerick,4302.0,194899.0,5940.79,2.207297112863586
2002,Hotels and restaurants,Tipperary,2436.0,140131.0,2636.1,1.7383733791951814
2006,Hotels and restaurants,Tipperary,2917.0,149244.0,3738.82,1.9545174345367315
2011,Hotels and restaurants,Tipperary,2841.0,158754.0,3557.11,1.7895612079065724
2016,Hotels and restaurants,Tipperary,2921.0,159553.0,4015.79,1.8307396288380664
2002,Hotels and restaurants,Waterford,2218.0,101546.0,2079.25,2.1842317767317274
2006,Hotels and restaurants,Waterford,2685.0,107961.0,2738.67,2.48700919776586
2011,Hotels and restaurants,Waterford,2496.0,113795.0,2621.92,2.1934179884880707
2016,Hotels and restaurants,Waterford,2761.0,116176.0,2949.46,2.3765665886241565
2002,Hotels and restaurants,Galway,5275.0,209077.0,3864.7,2.5229939208999554
2006,Hotels and restaurants,Galway,6729.0,231670.0,5658.09,2.904562524280226
2011,Hotels and restaurants,Galway,6635.0,250653.0,5781.47,2.647085811859423
2016,Hotels and restaurants,Galway,7447.0,258058.0,6649.36,2.8857853660804933
2002,Hotels and restaurants,Leitrim,462.0,25799.0,445.61,1.7907670839955037
2006,Hotels and restaurants,Leitrim,682.0,28950.0,671.98,2.3557858376511227
2011,Hotels and restaurants,Leitrim,734.0,31798.0,722.52,2.3083212780678033
2016,Hotels and restaurants,Leitrim,825.0,32044.0,758.26,2.574584945699663
2002,Hotels and restaurants,Mayo,2816.0,117446.0,2069.46,2.3976976653100146
2006,Hotels and restaurants,Mayo,3410.0,123839.0,2794.7,2.7535752065181405
2011,Hotels and restaurants,Mayo,3481.0,130638.0,2813.34,2.664615196191001
2016,Hotels and restaurants,Mayo,3889.0,130507.0,3021.68,2.9799167860727778
2002,Hotels and restaurants,Roscommon,836.0,53774.0,967.07,1.5546546658236322
2006,Hotels and restaurants,Roscommon,1055.0,58768.0,1381.36,1.7951946637625917
2011,Hotels and restaurants,Roscommon,1168.0,64065.0,1364.72,1.823148364941856
2016,Hotels and restaurants,Roscommon,1184.0,64544.0,1482.21,1.8344075359444718
2002,Hotels and restaurants,Sligo,1184.0,58200.0,1068.23,2.0343642611683848
2006,Hotels and restaurants,Sligo,1524.0,60894.0,1494.86,2.5027096265641933
2011,Hotels and restaurants,Sligo,1606.0,65393.0,1482.28,2.455920358448152
2016,Hotels and restaurants,Sligo,1731.0,65535.0,1600.14,2.6413366903181505
2002,Hotels and restaurants,Cavan,1023.0,56546.0,990.59,1.8091465355639658
2006,Hotels and restaurants,Cavan,1321.0,64003.0,1472.28,2.0639657516053935
2011,Hotels and restaurants,Cavan,1418.0,73183.0,1540.72,1.9376084609813753
2016,Hotels and restaurants,Cavan,1591.0,76176.0,1752.67,2.0885843310228944
2002,Hotels and restaurants,Donegal,3040.0,137575.0,2111.18,2.2097037979284027
2006,Hotels and restaurants,Donegal,3834.0,147264.0,2941.41,2.603487614080834
2011,Hotels and restaurants,Donegal,3838.0,161137.0,3104.24,2.381824162048443
2016,Hotels and restaurants,Donegal,4602.0,159192.0,3230.88,2.8908487863711745
2002,Hotels and restaurants,Monaghan,846.0,52593.0,914.77,1.6085790884718498
2006,Hotels and restaurants,Monaghan,1106.0,55997.0,1296.83,1.9751058092397806
2011,Hotels and restaurants,Monaghan,1053.0,60483.0,1274.55,1.7409850701850107
2016,Hotels and restaurants,Monaghan,1129.0,61386.0,1386.76,1.839181572345486
2002,"Transport, storage and communications",Carlow,686.0,46014.0,809.06,1.490850610683705
2006,"Transport, storage and communications",Carlow,806.0,50349.0,1187.51,1.6008262328943972
2011,"Transport, storage and communications",Carlow,791.0,54612.0,1236.43,1.4483996191313264
2016,"Transport, storage and communications",Carlow,1186.0,56932.0,1406.4,2.0831869598819646
2002,"Transport, storage and communications",Dublin,41260.0,1122821.0,27289.04,3.674672988837936
2006,"Transport, storage and communications",Dublin,41262.0,1187176.0,36109.1,3.4756430386059014
2011,"Transport, storage and communications",Dublin,38001.0,1273069.0,37612.95,2.9849913869554596
2016,"Transport, storage and communications",Dublin,76734.0,1347359.0,45235.86,5.695141383996396
2002,"Transport, storage and communications",Kildare,3941.0,163944.0,3741.47,2.4038696140145412
2006,"Transport, storage and communications",Kildare,4854.0,186335.0,5532.02,2.6049856441355623
2011,"Transport, storage and communications",Kildare,4941.0,210312.0,5382.11,2.3493666552550496
2016,"Transport, storage and communications",Kildare,8272.0,222504.0,6549.12,3.717685974184734
2002,"Transport, storage and communications",Kilkenny,1370.0,80339.0,1420.61,1.705273901840949
2006,"Transport, storage and communications",Kilkenny,1564.0,87558.0,2109.2,1.7862445464720527
2011,"Transport, storage and communications",Kilkenny,1470.0,95419.0,2097.65,1.540573680294281
2016,"Transport, storage and communications",Kilkenny,1991.0,99232.0,2433.84,2.0064092228313446
2002,"Transport, storage and communications",Laois,1282.0,58774.0,1080.46,2.181236601218226
2006,"Transport, storage and communications",Laois,1652.0,67059.0,1622.99,2.463502289029064
2011,"Transport, storage and communications",Laois,1716.0,80559.0,1773.75,2.130115815737534
2016,"Transport, storage and communications",Laois,2286.0,84697.0,1965.76,2.6990330236017805
2002,"Transport, storage and communications",Longford,427.0,31068.0,575.99,1.374404531994335
2006,"Transport, storage and communications",Longford,528.0,34391.0,823.53,1.5352853944345906
2011,"Transport, storage and communications",Longford,564.0,39000.0,819.22,1.4461538461538461
2016,"Transport, storage and communications",Longford,756.0,40873.0,900.29,1.8496317862647715
2002,"Transport, storage and communications",Louth,2557.0,101821.0,2135.75,2.511269777354377
2006,"Transport, storage and communications",Louth,2998.0,111267.0,2819.45,2.6944197291200447
2011,"Transport, storage and communications",Louth,2675.0,122897.0,2792.38,2.176619445551966
2016,"Transport, storage and communications",Louth,3948.0,128884.0,3169.29,3.0632196393656312
2002,"Transport, storage and communications",Meath,3626.0,134005.0,2760.13,2.7058691839856723
2006,"Transport, storage and communications",Meath,4974.0,162831.0,4547.05,3.054700886194889
2011,"Transport, storage and communications",Meath,5241.0,184135.0,4517.75,2.8462812610313084
2016,"Transport, storage and communications",Meath,7975.0,195044.0,5326.35,4.088820983983101
2002,"Transport, storage and communications",Offaly,884.0,63663.0,1153.52,1.388561644911487
2006,"Transport, storage and communications",Offaly,1201.0,70868.0,1696.29,1.6947000056442965
2011,"Transport, storage and communications",Offaly,1099.0,76687.0,1566.91,1.4330981783092311
2016,"Transport, storage and communications",Offaly,1497.0,77961.0,1738.22,1.920190864663101
2002,"Transport, storage and communications",Westmeath,1512.0,71858.0,1416.39,2.1041498510952152
2006,"Transport, storage and communications",Westmeath,1880.0,79346.0,1922.68,2.3693695964509867
2011,"Transport, storage and communications",Westmeath,1593.0,86164.0,1910.08,1.84879996286152
2016,"Transport, storage and communications",Westmeath,2426.0,88770.0,2135.55,2.7329052607863016
2002,"Transport, storage and communications",Wexford,2178.0,116596.0,2100.64,1.8679886102439192
2006,"Transport, storage and communications",Wexford,2580.0,131749.0,3148.13,1.9582691329725461
2011,"Transport, storage and communications",Wexford,2422.0,145320.0,3144.64,1.6666666666666667
2016,"Transport, storage and communications",Wexford,3492.0,149722.0,3534.74,2.3323225711652262
2002,"Transport, storage and communications",Wicklow,2386.0,114676.0,2469.38,2.080644598695455
2006,"Transport, storage and communications",Wicklow,2827.0,126194.0,3464.61,2.240201594370572
2011,"Transport, storage and communications",Wicklow,2305.0,136640.0,3431.16,1.6869145199063234
2016,"Transport, storage and communications",Wicklow,5086.0,142425.0,4058.4,3.5710022819027554
2002,"Transport, storage and communications",Clare,3243.0,103277.0,1981.22,3.140098957173427
2006,"Transport, storage and communications",Clare,3408.0,110950.0,2675.52,3.071653898152321
2011,"Transport, storage and communications",Clare,2827.0,117196.0,2658.28,2.4121983685450017
2016,"Transport, storage and communications",Clare,3931.0,118817.0,3004.26,3.308449127650084
2002,"Transport, storage and communications",Cork,9412.0,447829.0,9049.27,2.101695066643741
2006,"Transport, storage and communications",Cork,10797.0,481295.0,12537.3,2.2433227022927724
2011,"Transport, storage and communications",Cork,9662.0,519032.0,12829.17,1.8615422555834709
2016,"Transport, storage and communications",Cork,18127.0,542868.0,14725.07,3.3391174281777523
2002,"Transport, storage and communications",Kerry,2333.0,132527.0,2238.72,1.7603959947784225
2006,"Transport, storage and communications",Kerry,2428.0,139835.0,3119.66,1.736332105695999
2011,"Transport, storage and communications",Kerry,2042.0,145502.0,3087.22,1.4034171351596543
2016,"Transport, storage and communications",Kerry,2761.0,147707.0,3612.05,1.8692411327831449
2002,"Transport, storage and communications",Limerick,4346.0,175304.0,3478.86,2.4791219823848856
2006,"Transport, storage and communications",Limerick,4722.0,184055.0,4723.34,2.5655374752112143
2011,"Transport, storage and communications",Limerick,3833.0,191809.0,5117.08,1.9983421007356277
2016,"Transport, storage and communications",Limerick,5652.0,194899.0,5940.79,2.899963570875171
2002,"Transport, storage and communications",Tipperary,2327.0,140131.0,2636.1,1.6605890202738864
2006,"Transport, storage and communications",Tipperary,2547.0,149244.0,3738.82,1.7066012704028304
2011,"Transport, storage and communications",Tipperary,2253.0,158754.0,3557.11,1.4191768396386863
2016,"Transport, storage and communications",Tipperary,3013.0,159553.0,4015.79,1.8884007195101316
2002,"Transport, storage and communications",Waterford,1799.0,101546.0,2079.25,1.771610895554724
2006,"Transport, storage and communications",Waterford,1768.0,107961.0,2738.67,1.637628402849177
2011,"Transport, storage and communications",Waterford,1926.0,113795.0,2621.92,1.6925172459246893
2016,"Transport, storage and communications",Waterford,2383.0,116176.0,2949.46,2.0511981820685854
2002,"Transport, storage and communications",Galway,3504.0,209077.0,3864.7,1.6759375732385677
2006,"Transport, storage and communications",Galway,4020.0,231670.0,5658.09,1.7352268312686148
2011,"Transport, storage and communications",Galway,3902.0,250653.0,5781.47,1.5567338112849238
2016,"Transport, storage and communications",Galway,7592.0,258058.0,6649.36,2.9419742848506925
2002,"Transport, storage and communications",Leitrim,358.0,25799.0,445.61,1.387650684135044
2006,"Transport, storage and communications",Leitrim,439.0,28950.0,671.98,1.5164075993091537
2011,"Transport, storage and communications",Leitrim,410.0,31798.0,722.52,1.2893892697653941
2016,"Transport, storage and communications",Leitrim,567.0,32044.0,758.26,1.7694420172263137
2002,"Transport, storage and communications",Mayo,1861.0,117446.0,2069.46,1.5845580096384722
2006,"Transport, storage and communications",Mayo,1971.0,123839.0,2794.7,1.5915826193686964
2011,"Transport, storage and communications",Mayo,1697.0,130638.0,2813.34,1.299009476568839
2016,"Transport, storage and communications",Mayo,2278.0,130507.0,3021.68,1.7455002413663636
2002,"Transport, storage and communications",Roscommon,1017.0,53774.0,967.07,1.8912485587830552
2006,"Transport, storage and communications",Roscommon,1186.0,58768.0,1381.36,2.0181050912060985
2011,"Transport, storage and communications",Roscommon,1079.0,64065.0,1364.72,1.6842269569968
2016,"Transport, storage and communications",Roscommon,1404.0,64544.0,1482.21,2.175260287555776
2002,"Transport, storage and communications",Sligo,1016.0,58200.0,1068.23,1.7457044673539517
2006,"Transport, storage and communications",Sligo,1109.0,60894.0,1494.86,1.8211974907215818
2011,"Transport, storage and communications",Sligo,977.0,65393.0,1482.28,1.4940437049837139
2016,"Transport, storage and communications",Sligo,1224.0,65535.0,1600.14,1.867704280155642
2002,"Transport, storage and communications",Cavan,823.0,56546.0,990.59,1.4554521982103066
2006,"Transport, storage and communications",Cavan,1003.0,64003.0,1472.28,1.5671140415293032
2011,"Transport, storage and communications",Cavan,1054.0,73183.0,1540.72,1.4402251889099926
2016,"Transport, storage and communications",Cavan,1461.0,76176.0,1752.67,1.9179269061121613
2002,"Transport, storage and communications",Donegal,1845.0,137575.0,2111.18,1.3410866799927312
2006,"Transport, storage and communications",Donegal,2156.0,147264.0,2941.41,1.4640373750543243
2011,"Transport, storage and communications",Donegal,2070.0,161137.0,3104.24,1.2846211608755282
2016,"Transport, storage and communications",Donegal,3841.0,159192.0,3230.88,2.412809688929092
2002,"Transport, storage and communications",Monaghan,862.0,52593.0,914.77,1.6390013880174168
2006,"Transport, storage and communications",Monaghan,1025.0,55997.0,1296.83,1.8304552029573014
2011,"Transport, storage and communications",Monaghan,1019.0,60483.0,1274.55,1.684770927368021
2016,"Transport, storage and communications",Monaghan,1311.0,61386.0,1386.76,2.1356661127944485
2002,Banking and financial services,Carlow,471.0,46014.0,809.06,1.0236015125831268
2006,Banking and financial services,Carlow,529.0,50349.0,1187.51,1.0506663488847843
2011,Banking and financial services,Carlow,588.0,54612.0,1236.43,1.076686442540101
2016,Banking and financial services,Carlow,594.0,56932.0,1406.4,1.0433499613574089
2002,Banking and financial services,Dublin,37604.0,1122821.0,27289.04,3.3490645436806044
2006,Banking and financial services,Dublin,44461.0,1187176.0,36109.1,3.7451060331408317
2011,Banking and financial services,Dublin,48606.0,1273069.0,37612.95,3.818017719385202
2016,Banking and financial services,Dublin,48485.0,1347359.0,45235.86,3.59852125528534
2002,Banking and financial services,Kildare,3337.0,163944.0,3741.47,2.035451129654028
2006,Banking and financial services,Kildare,4088.0,186335.0,5532.02,2.193898086779188
2011,Banking and financial services,Kildare,4719.0,210312.0,5382.11,2.243809197763323
2016,Banking and financial services,Kildare,4796.0,222504.0,6549.12,2.1554668680113616
2002,Banking and financial services,Kilkenny,954.0,80339.0,1420.61,1.1874681039096828
2006,Banking and financial services,Kilkenny,1387.0,87558.0,2109.2,1.584092829895612
2011,Banking and financial services,Kilkenny,1659.0,95419.0,2097.65,1.7386474391892601
2016,Banking and financial services,Kilkenny,1901.0,99232.0,2433.84,1.9157126733311836
2002,Banking and financial services,Laois,594.0,58774.0,1080.46,1.010650968115153
2006,Banking and financial services,Laois,813.0,67059.0,1622.99,1.2123652306178143
2011,Banking and financial services,Laois,991.0,80559.0,1773.75,1.2301542968507555
2016,Banking and financial services,Laois,906.0,84697.0,1965.76,1.0696955027923067
2002,Banking and financial services,Longford,238.0,31068.0,575.99,0.766061542423072
2006,Banking and financial services,Longford,327.0,34391.0,823.53,0.9508301590532406
2011,Banking and financial services,Longford,333.0,39000.0,819.22,0.8538461538461538
2016,Banking and financial services,Longford,269.0,40873.0,900.29,0.6581361779169623
2002,Banking and financial services,Louth,1283.0,101821.0,2135.75,1.2600544092083166
2006,Banking and financial services,Louth,1657.0,111267.0,2819.45,1.4892106374756218
2011,Banking and financial services,Louth,1766.0,122897.0,2792.38,1.4369756788204757
2016,Banking and financial services,Louth,2455.0,128884.0,3169.29,1.9048136308618604
2002,Banking and financial services,Meath,2473.0,134005.0,2760.13,1.8454535278534383
2006,Banking and financial services,Meath,3423.0,162831.0,4547.05,2.1021795604031177
2011,Banking and financial services,Meath,3966.0,184135.0,4517.75,2.1538545089200856
2016,Banking and financial services,Meath,3826.0,195044.0,5326.35,1.961608662660733
2002,Banking and financial services,Offaly,569.0,63663.0,1153.52,0.8937687510799052
2006,Banking and financial services,Offaly,685.0,70868.0,1696.29,0.9665857650843821
2011,Banking and financial services,Offaly,719.0,76687.0,1566.91,0.9375774251176863
2016,Banking and financial services,Offaly,628.0,77961.0,1738.22,0.8055309706135119
2002,Banking and financial services,Westmeath,807.0,71858.0,1416.39,1.1230482340170893
2006,Banking and financial services,Westmeath,969.0,79346.0,1922.68,1.2212335845537265
2011,Banking and financial services,Westmeath,983.0,86164.0,1910.08,1.1408476858084584
2016,Banking and financial services,Westmeath,898.0,88770.0,2135.55,1.0116030190379632
2002,Banking and financial services,Wexford,1302.0,116596.0,2100.64,1.116676386840029
2006,Banking and financial services,Wexford,1723.0,131749.0,3148.13,1.3077898124463943
2011,Banking and financial services,Wexford,1978.0,145320.0,3144.64,1.3611340489953205
2016,Banking and financial services,Wexford,1873.0,149722.0,3534.74,1.2509851591616463
2002,Banking and financial services,Wicklow,2383.0,114676.0,2469.38,2.0780285325613033
2006,Banking and financial services,Wicklow,3181.0,126194.0,3464.61,2.520722062855603
2011,Banking and financial services,Wicklow,3496.0,136640.0,3431.16,2.5585480093676813
2016,Banking and financial services,Wicklow,3177.0,142425.0,4058.4,2.230647709320695
2002,Banking and financial services,Clare,1247.0,103277.0,1981.22,1.207432438974796
2006,Banking and financial services,Clare,1406.0,110950.0,2675.52,1.2672374943668319
2011,Banking and financial services,Clare,1529.0,117196.0,2658.28,1.3046520359056624
2016,Banking and financial services,Clare,1381.0,118817.0,3004.26,1.1622915912706093
2002,Banking and financial services,Cork,5183.0,447829.0,9049.27,1.1573614035714526
2006,Banking and financial services,Cork,5650.0,481295.0,12537.3,1.173916205237952
2011,Banking and financial services,Cork,6379.0,519032.0,12829.17,1.2290186346891905
2016,Banking and financial services,Cork,5715.0,542868.0,14725.07,1.0527421030526758
2002,Banking and financial services,Kerry,1498.0,132527.0,2238.72,1.1303357051770582
2006,Banking and financial services,Kerry,1547.0,139835.0,3119.66,1.1063038581184967
2011,Banking and financial services,Kerry,1752.0,145502.0,3087.22,1.2041071600390374
2016,Banking and financial services,Kerry,1697.0,147707.0,3612.05,1.1488961254375216
2002,Banking and financial services,Limerick,1853.0,175304.0,3478.86,1.057020946470132
2006,Banking and financial services,Limerick,1964.0,184055.0,4723.34,1.067072342506316
2011,Banking and financial services,Limerick,2038.0,191809.0,5117.08,1.0625153147141166
2016,Banking and financial services,Limerick,2045.0,194899.0,5940.79,1.0492614123212536
2002,Banking and financial services,Tipperary,1264.0,140131.0,2636.1,0.9020131162983209
2006,Banking and financial services,Tipperary,1451.0,149244.0,3738.82,0.972233389617003
2011,Banking and financial services,Tipperary,1517.0,158754.0,3557.11,0.9555664739156179
2016,Banking and financial services,Tipperary,1376.0,159553.0,4015.79,0.8624093561387125
2002,Banking and financial services,Waterford,915.0,101546.0,2079.25,0.9010694660547929
2006,Banking and financial services,Waterford,1134.0,107961.0,2738.67,1.0503793036374247
2011,Banking and financial services,Waterford,1243.0,113795.0,2621.92,1.0923151280811987
2016,Banking and financial services,Waterford,1164.0,116176.0,2949.46,1.0019281090758847
2002,Banking and financial services,Galway,2173.0,209077.0,3864.7,1.0393300076048537
2006,Banking and financial services,Galway,2899.0,231670.0,5658.09,1.2513489014546555
2011,Banking and financial services,Galway,3076.0,250653.0,5781.47,1.2271945677889353
2016,Banking and financial services,Galway,2718.0,258058.0,6649.36,1.0532515946027639
2002,Banking and financial services,Leitrim,382.0,25799.0,445.61,1.480677545641304
2006,Banking and financial services,Leitrim,569.0,28950.0,671.98,1.9654576856649397
2011,Banking and financial services,Leitrim,332.0,31798.0,722.52,1.0440908233222215
2016,Banking and financial services,Leitrim,285.0,32044.0,758.26,0.8894020721507927
2002,Banking and financial services,Mayo,910.0,117446.0,2069.46,0.7748241745142448
2006,Banking and financial services,Mayo,1040.0,123839.0,2794.7,0.8398000629850048
2011,Banking and financial services,Mayo,1018.0,130638.0,2813.34,0.7792525911296866
2016,Banking and financial services,Mayo,797.0,130507.0,3021.68,0.6106952117510939
2002,Banking and financial services,Roscommon,574.0,53774.0,967.07,1.0674303566779484
2006,Banking and financial services,Roscommon,800.0,58768.0,1381.36,1.361285053090117
2011,Banking and financial services,Roscommon,658.0,64065.0,1364.72,1.0270818699758058
2016,Banking and financial services,Roscommon,561.0,64544.0,1482.21,0.8691745166088249
2002,Banking and financial services,Sligo,572.0,58200.0,1068.23,0.9828178694158076
2006,Banking and financial services,Sligo,669.0,60894.0,1494.86,1.098630406936644
2011,Banking and financial services,Sligo,566.0,65393.0,1482.28,0.8655360665514658
2016,Banking and financial services,Sligo,460.0,65535.0,1600.14,0.7019150072480355
2002,Banking and financial services,Cavan,738.0,56546.0,990.59,1.3051321048350015
2006,Banking and financial services,Cavan,1047.0,64003.0,1472.28,1.6358608190241084
2011,Banking and financial services,Cavan,953.0,73183.0,1540.72,1.3022149952857904
2016,Banking and financial services,Cavan,805.0,76176.0,1752.67,1.0567632850241546
2002,Banking and financial services,Donegal,1125.0,137575.0,2111.18,0.8177357804833727
2006,Banking and financial services,Donegal,1503.0,147264.0,2941.41,1.020616036505867
2011,Banking and financial services,Donegal,1769.0,161137.0,3104.24,1.097823591105705
2016,Banking and financial services,Donegal,1603.0,159192.0,3230.88,1.0069601487511934
2002,Banking and financial services,Monaghan,389.0,52593.0,914.77,0.7396421577015952
2006,Banking and financial services,Monaghan,491.0,55997.0,1296.83,0.8768326874654
2011,Banking and financial services,Monaghan,517.0,60483.0,1274.55,0.8547856422465817
2016,Banking and financial services,Monaghan,463.0,61386.0,1386.76,0.7542436386146678
2002,"Real estate, renting and business activities",Carlow,1114.0,46014.0,809.06,2.4210023036467163
2006,"Real estate, renting and business activities",Carlow,1312.0,50349.0,1187.51,2.605811436175495
2011,"Real estate, renting and business activities",Carlow,1408.0,54612.0,1236.43,2.578187944041603
2016,"Real estate, renting and business activities",Carlow,1760.0,56932.0,1406.4,3.0914072929108407
2002,"Real estate, renting and business activities",Dublin,71977.0,1122821.0,27289.04,6.410371733339508
2006,"Real estate, renting and business activities",Dublin,82071.0,1187176.0,36109.1,6.913128297741868
2011,"Real estate, renting and business activities",Dublin,82887.0,1273069.0,37612.95,6.510801849703355
2016,"Real estate, renting and business activities",Dublin,79844.0,1347359.0,45235.86,5.925963310446584
2002,"Real estate, renting and business activities",Kildare,6564.0,163944.0,3741.47,4.0038061777192215
2006,"Real estate, renting and business activities",Kildare,8271.0,186335.0,5532.02,4.438779617355838
2011,"Real estate, renting and business activities",Kildare,8663.0,210312.0,5382.11,4.1191182623911144
2016,"Real estate, renting and business activities",Kildare,9202.0,222504.0,6549.12,4.1356559882069535
2002,"Real estate, renting and business activities",Kilkenny,1768.0,80339.0,1420.61,2.2006746412078817
2006,"Real estate, renting and business activities",Kilkenny,2397.0,87558.0,2109.2,2.7376139244843416
2011,"Real estate, renting and business activities",Kilkenny,2449.0,95419.0,2097.65,2.5665747911841454
2016,"Real estate, renting and business activities",Kilkenny,3170.0,99232.0,2433.84,3.194534021283457
2002,"Real estate, renting and business activities",Laois,1298.0,58774.0,1080.46,2.2084595229182975
2006,"Real estate, renting and business activities",Laois,1735.0,67059.0,1622.99,2.5872738931388777
2011,"Real estate, renting and business activities",Laois,2004.0,80559.0,1773.75,2.487617770826351
2016,"Real estate, renting and business activities",Laois,2360.0,84697.0,1965.76,2.7864032964567813
2002,"Real estate, renting and business activities",Longford,600.0,31068.0,575.99,1.9312475859405174
2006,"Real estate, renting and business activities",Longford,814.0,34391.0,823.53,2.3668983164199937
2011,"Real estate, renting and business activities",Longford,854.0,39000.0,819.22,2.1897435897435895
2016,"Real estate, renting and business activities",Longford,932.0,40873.0,900.29,2.280233895236464
2002,"Real estate, renting and business activities",Louth,2956.0,101821.0,2135.75,2.9031339311144064
2006,"Real estate, renting and business activities",Louth,3881.0,111267.0,2819.45,3.4880063271230464
2011,"Real estate, renting and business activities",Louth,3625.0,122897.0,2792.38,2.949624482290048
2016,"Real estate, renting and business activities",Louth,4138.0,128884.0,3169.29,3.2106390242388505
2002,"Real estate, renting and business activities",Meath,4775.0,134005.0,2760.13,3.5632998768702664
2006,"Real estate, renting and business activities",Meath,6609.0,162831.0,4547.05,4.058809440462811
2011,"Real estate, renting and business activities",Meath,6863.0,184135.0,4517.75,3.7271567056778996
2016,"Real estate, renting and business activities",Meath,7486.0,195044.0,5326.35,3.838108324275548
2002,"Real estate, renting and business activities",Offaly,1267.0,63663.0,1153.52,1.9901669729670297
2006,"Real estate, renting and business activities",Offaly,1525.0,70868.0,1696.29,2.151888017158661
2011,"Real estate, renting and business activities",Offaly,1593.0,76687.0,1566.91,2.0772751574582395
2016,"Real estate, renting and business activities",Offaly,1938.0,77961.0,1738.22,2.4858583137722707
2002,"Real estate, renting and business activities",Westmeath,1949.0,71858.0,1416.39,2.7122936903337136
2006,"Real estate, renting and business activities",Westmeath,2311.0,79346.0,1922.68,2.9125601794671443
2011,"Real estate, renting and business activities",Westmeath,2287.0,86164.0,1910.08,2.654240750197298
2016,"Real estate, renting and business activities",Westmeath,2561.0,88770.0,2135.55,2.8849836656528107
2002,"Real estate, renting and business activities",Wexford,2671.0,116596.0,2100.64,2.2908161514974785
2006,"Real estate, renting and business activities",Wexford,3337.0,131749.0,3148.13,2.5328465491199172
2011,"Real estate, renting and business activities",Wexford,3276.0,145320.0,3144.64,2.254335260115607
2016,"Real estate, renting and business activities",Wexford,4454.0,149722.0,3534.74,2.9748467159134933
2002,"Real estate, renting and business activities",Wicklow,5036.0,114676.0,2469.38,4.391503017196275
2006,"Real estate, renting and business activities",Wicklow,6134.0,126194.0,3464.61,4.86076992567
2011,"Real estate, renting and business activities",Wicklow,6088.0,136640.0,3431.16,4.455503512880562
2016,"Real estate, renting and business activities",Wicklow,6341.0,142425.0,4058.4,4.452167807618045
2002,"Real estate, renting and business activities",Clare,3099.0,103277.0,1981.22,3.000668106161101
2006,"Real estate, renting and business activities",Clare,3747.0,110950.0,2675.52,3.3771969355565568
2011,"Real estate, renting and business activities",Clare,3496.0,117196.0,2658.28,2.9830369637188983
2016,"Real estate, renting and business activities",Clare,3904.0,118817.0,3004.26,3.285725106676654
2002,"Real estate, renting and business activities",Cork,15964.0,447829.0,9049.27,3.564753510826677
2006,"Real estate, renting and business activities",Cork,19772.0,481295.0,12537.3,4.108083399993767
2011,"Real estate, renting and business activities",Cork,20618.0,519032.0,12829.17,3.9723947656406544
2016,"Real estate, renting and business activities",Cork,23191.0,542868.0,14725.07,4.271940876971934
2002,"Real estate, renting and business activities",Kerry,2668.0,132527.0,2238.72,2.0131746738400476
2006,"Real estate, renting and business activities",Kerry,3355.0,139835.0,3119.66,2.39925626631387
2011,"Real estate, renting and business activities",Kerry,3471.0,145502.0,3087.22,2.385534219460901
2016,"Real estate, renting and business activities",Kerry,4371.0,147707.0,3612.05,2.9592368675824434
2002,"Real estate, renting and business activities",Limerick,6345.0,175304.0,3478.86,3.6194268242595715
2006,"Real estate, renting and business activities",Limerick,6496.0,184055.0,4723.34,3.5293798049496075
2011,"Real estate, renting and business activities",Limerick,5941.0,191809.0,5117.08,3.0973520533447334
2016,"Real estate, renting and business activities",Limerick,6588.0,194899.0,5940.79,3.3802123150965366
2002,"Real estate, renting and business activities",Tipperary,2660.0,140131.0,2636.1,1.8982238048683018
2006,"Real estate, renting and business activities",Tipperary,3286.0,149244.0,3738.82,2.201763554983785
2011,"Real estate, renting and business activities",Tipperary,3410.0,158754.0,3557.11,2.1479773737984558
2016,"Real estate, renting and business activities",Tipperary,4340.0,159553.0,4015.79,2.7200992773561135
2002,"Real estate, renting and business activities",Waterford,2810.0,101546.0,2079.25,2.7672187973923146
2006,"Real estate, renting and business activities",Waterford,3493.0,107961.0,2738.67,3.235427608117746
2011,"Real estate, renting and business activities",Waterford,3289.0,113795.0,2621.92,2.890285161913968
2016,"Real estate, renting and business activities",Waterford,4155.0,116176.0,2949.46,3.5764701831703625
2002,"Real estate, renting and business activities",Galway,6361.0,209077.0,3864.7,3.0424197783591693
2006,"Real estate, renting and business activities",Galway,8259.0,231670.0,5658.09,3.5649846764794755
2011,"Real estate, renting and business activities",Galway,8860.0,250653.0,5781.47,3.5347671881046705
2016,"Real estate, renting and business activities",Galway,8180.0,258058.0,6649.36,3.1698300382084645
2002,"Real estate, renting and business activities",Leitrim,435.0,25799.0,445.61,1.6861118648009612
2006,"Real estate, renting and business activities",Leitrim,686.0,28950.0,671.98,2.369602763385147
2011,"Real estate, renting and business activities",Leitrim,921.0,31798.0,722.52,2.896408579155922
2016,"Real estate, renting and business activities",Leitrim,884.0,32044.0,758.26,2.7587067781800023
2002,"Real estate, renting and business activities",Mayo,2326.0,117446.0,2069.46,1.980484648263883
2006,"Real estate, renting and business activities",Mayo,2788.0,123839.0,2794.7,2.2513101688482626
2011,"Real estate, renting and business activities",Mayo,2931.0,130638.0,2813.34,2.2436044642447066
2016,"Real estate, renting and business activities",Mayo,3308.0,130507.0,3021.68,2.5347299378577395
